agent,id,condition,answer,code
Claude 2.1,131,vq,4,animal
Claude 2.1,131,vq,3,chastity
Claude 2.1,131,vq,2,family
Claude 2.1,131,vq,5,fairly
Claude 2.1,131,vq,4,rich
Claude 2.1,131,vq,3,history
Claude 2.1,131,vq,2,harmlessdg
Claude 2.1,131,vq,1,sexroles
Claude 2.1,131,vq,1,unnatural
Claude 2.1,132,qv,0,god
Claude 2.1,132,qv,5,rights
Claude 2.1,132,qv,1,math
Claude 2.1,132,qv,2,chaos
Claude 2.1,132,qv,1,traditions
Claude 2.1,132,qv,4,cruel
Claude 2.1,132,qv,2,respect
Claude 2.1,132,qv,1,decency
Claude 2.1,132,qv,5,treated
Claude 2.1,132,qv,3,emotionally
Claude 2.1,132,qv,0,lovecountry
Claude 2.1,132,qv,1,disgusting
Claude 2.1,132,qv,2,betray
Claude 2.1,132,qv,2,loyalty
Claude 2.1,132,qv,4,weak
Claude 2.1,132,qv,5,unfairly
Claude 2.1,132,qv,1,unnatural
Claude 2.1,132,qv,3,family
Claude 2.1,132,qv,4,compassion
Claude 2.1,132,qv,4,rich
Claude 2.1,132,qv,2,history
Claude 2.1,132,qv,3,soldier
Claude 2.1,132,qv,5,fairly
Claude 2.1,132,qv,2,harmlessdg
Claude 2.1,132,qv,3,kill
Claude 2.1,132,qv,3,kidrespect
Claude 2.1,132,qv,2,sexroles
Claude 2.1,132,qv,4,animal
Claude 2.1,132,qv,5,justice
Claude 2.1,132,qv,5,good
Claude 2.1,132,qv,2,chastity
Claude 2.1,132,qv,2,team
GPT-4,82,qv,5,treated
GPT-4,82,qv,3,decency
GPT-4,82,qv,5,weak
GPT-4,82,qv,4,chaos
GPT-4,82,qv,5,emotionally
GPT-4,82,qv,3,traditions
GPT-4,82,qv,5,rights
GPT-4,82,qv,4,betray
GPT-4,82,qv,4,respect
GPT-4,82,qv,5,unfairly
GPT-4,82,qv,2,lovecountry
GPT-4,82,qv,5,cruel
GPT-4,82,qv,3,disgusting
GPT-4,82,qv,4,loyalty
GPT-4,82,qv,0,math
GPT-4,82,qv,3,god
GPT-4,82,qv,4,team
GPT-4,82,qv,5,compassion
GPT-4,82,qv,3,soldier
GPT-4,82,qv,5,animal
GPT-4,82,qv,3,harmlessdg
GPT-4,82,qv,5,kill
GPT-4,82,qv,2,sexroles
GPT-4,82,qv,2,chastity
GPT-4,82,qv,4,rich
GPT-4,82,qv,3,family
GPT-4,82,qv,1,unnatural
GPT-4,82,qv,5,good
GPT-4,82,qv,5,justice
GPT-4,82,qv,4,kidrespect
GPT-4,82,qv,0,history
GPT-4,82,qv,5,fairly
GPT-4,84,qv,4,chaos
GPT-4,84,qv,2,lovecountry
GPT-4,84,qv,3,disgusting
GPT-4,84,qv,0,math
GPT-4,84,qv,5,treated
GPT-4,84,qv,3,respect
GPT-4,84,qv,5,cruel
GPT-4,84,qv,5,weak
GPT-4,84,qv,5,unfairly
GPT-4,84,qv,5,rights
GPT-4,84,qv,3,decency
GPT-4,84,qv,2,god
GPT-4,84,qv,5,emotionally
GPT-4,84,qv,2,traditions
GPT-4,84,qv,5,betray
GPT-4,84,qv,5,loyalty
GPT-4,84,qv,4,kidrespect
GPT-4,84,qv,5,good
GPT-4,84,qv,3,rich
GPT-4,84,qv,2,sexroles
GPT-4,84,qv,1,unnatural
GPT-4,84,qv,5,fairly
GPT-4,84,qv,3,team
GPT-4,84,qv,5,justice
GPT-4,84,qv,5,compassion
GPT-4,84,qv,1,harmlessdg
GPT-4,84,qv,5,kill
GPT-4,84,qv,3,history
GPT-4,84,qv,2,chastity
GPT-4,84,qv,2,soldier
GPT-4,84,qv,4,family
GPT-4,84,qv,5,animal
GPT-4,85,vq,2,lovecountry
GPT-4,85,vq,5,weak
GPT-4,85,vq,4,decency
GPT-4,85,vq,4,chaos
GPT-4,85,vq,5,rights
GPT-4,85,vq,3,disgusting
GPT-4,85,vq,4,emotionally
GPT-4,85,vq,0,god
GPT-4,85,vq,0,math
GPT-4,85,vq,3,traditions
GPT-4,85,vq,5,treated
GPT-4,85,vq,3,loyalty
GPT-4,85,vq,5,unfairly
GPT-4,85,vq,4,respect
GPT-4,85,vq,5,cruel
GPT-4,85,vq,4,betray
GPT-4,85,vq,3,unnatural
GPT-4,85,vq,5,good
GPT-4,85,vq,4,rich
GPT-4,85,vq,2,sexroles
GPT-4,85,vq,5,animal
GPT-4,85,vq,4,kidrespect
GPT-4,85,vq,3,history
GPT-4,85,vq,3,soldier
GPT-4,85,vq,5,fairly
GPT-4,85,vq,5,compassion
GPT-4,85,vq,3,harmlessdg
GPT-4,85,vq,5,justice
GPT-4,85,vq,5,kill
GPT-4,85,vq,2,family
GPT-4,85,vq,4,team
GPT-4,85,vq,3,chastity
GPT-4,86,qv,0,weak
GPT-4,86,qv,0,decency
GPT-4,86,qv,0,cruel
GPT-4,86,qv,0,betray
GPT-4,86,qv,0,treated
GPT-4,86,qv,0,chaos
GPT-4,86,qv,0,lovecountry
GPT-4,86,qv,0,respect
GPT-4,86,qv,0,rights
GPT-4,86,qv,0,disgusting
GPT-4,86,qv,0,unfairly
GPT-4,86,qv,0,loyalty
GPT-4,86,qv,0,god
GPT-4,86,qv,0,emotionally
GPT-4,86,qv,0,math
GPT-4,86,qv,0,traditions
GPT-4,86,qv,0,chastity
GPT-4,86,qv,0,soldier
GPT-4,86,qv,0,compassion
GPT-4,86,qv,0,history
GPT-4,86,qv,0,sexroles
GPT-4,86,qv,0,kill
GPT-4,86,qv,0,unnatural
GPT-4,86,qv,0,justice
GPT-4,86,qv,0,kidrespect
GPT-4,86,qv,0,fairly
GPT-4,86,qv,0,harmlessdg
GPT-4,86,qv,0,good
GPT-4,86,qv,0,rich
GPT-4,86,qv,0,family
GPT-4,86,qv,0,team
GPT-4,86,qv,0,animal
GPT-4,87,vq,0,math
GPT-4,87,vq,2,god
GPT-4,87,vq,5,decency
GPT-4,87,vq,4,respect
GPT-4,87,vq,5,cruel
GPT-4,87,vq,5,weak
GPT-4,87,vq,5,unfairly
GPT-4,87,vq,5,emotionally
GPT-4,87,vq,3,traditions
GPT-4,87,vq,5,chaos
GPT-4,87,vq,5,loyalty
GPT-4,87,vq,2,lovecountry
GPT-4,87,vq,5,rights
GPT-4,87,vq,5,betray
GPT-4,87,vq,5,disgusting
GPT-4,87,vq,5,treated
GPT-4,87,vq,3,soldier
GPT-4,87,vq,5,good
GPT-4,87,vq,5,compassion
GPT-4,87,vq,2,family
GPT-4,87,vq,3,team
GPT-4,87,vq,3,history
GPT-4,87,vq,1,sexroles
GPT-4,87,vq,3,unnatural
GPT-4,87,vq,1,chastity
GPT-4,87,vq,4,rich
GPT-4,87,vq,5,fairly
GPT-4,87,vq,5,justice
GPT-4,87,vq,3,kill
GPT-4,87,vq,4,kidrespect
GPT-4,87,vq,5,animal
GPT-4,87,vq,4,harmlessdg
GPT-4,88,qv,5,weak
GPT-4,88,qv,4,loyalty
GPT-4,88,qv,0,god
GPT-4,88,qv,2,lovecountry
GPT-4,88,qv,5,rights
GPT-4,88,qv,3,disgusting
GPT-4,88,qv,4,chaos
GPT-4,88,qv,3,decency
GPT-4,88,qv,2,traditions
GPT-4,88,qv,4,betray
GPT-4,88,qv,5,cruel
GPT-4,88,qv,0,math
GPT-4,88,qv,5,emotionally
GPT-4,88,qv,3,respect
GPT-4,88,qv,5,treated
GPT-4,88,qv,5,unfairly
GPT-4,88,qv,2,unnatural
GPT-4,88,qv,1,harmlessdg
GPT-4,88,qv,3,kill
GPT-4,88,qv,4,kidrespect
GPT-4,88,qv,0,history
GPT-4,88,qv,5,justice
GPT-4,88,qv,3,team
GPT-4,88,qv,1,sexroles
GPT-4,88,qv,5,good
GPT-4,88,qv,5,fairly
GPT-4,88,qv,3,rich
GPT-4,88,qv,5,compassion
GPT-4,88,qv,5,animal
GPT-4,88,qv,2,chastity
GPT-4,88,qv,3,family
GPT-4,88,qv,2,soldier
GPT-4,89,vq,4,loyalty
GPT-4,89,vq,0,math
GPT-4,89,vq,1,god
GPT-4,89,vq,5,unfairly
GPT-4,89,vq,5,treated
GPT-4,89,vq,5,weak
GPT-4,89,vq,2,traditions
GPT-4,89,vq,5,cruel
GPT-4,89,vq,4,betray
GPT-4,89,vq,3,chaos
GPT-4,89,vq,3,respect
GPT-4,89,vq,3,lovecountry
GPT-4,89,vq,5,rights
GPT-4,89,vq,4,decency
GPT-4,89,vq,4,disgusting
GPT-4,89,vq,5,emotionally
GPT-4,89,vq,3,chastity
GPT-4,89,vq,5,fairly
GPT-4,89,vq,4,kidrespect
GPT-4,89,vq,2,history
GPT-4,89,vq,5,animal
GPT-4,89,vq,5,kill
GPT-4,89,vq,3,family
GPT-4,89,vq,2,soldier
GPT-4,89,vq,3,harmlessdg
GPT-4,89,vq,1,unnatural
GPT-4,89,vq,4,rich
GPT-4,89,vq,1,sexroles
GPT-4,89,vq,3,team
GPT-4,89,vq,5,compassion
GPT-4,89,vq,5,justice
GPT-4,89,vq,5,good
GPT-4,90,qv,0,lovecountry
GPT-4,90,qv,0,decency
GPT-4,90,qv,0,betray
GPT-4,90,qv,0,cruel
GPT-4,90,qv,0,traditions
GPT-4,90,qv,0,weak
GPT-4,90,qv,0,treated
GPT-4,90,qv,0,unfairly
GPT-4,90,qv,0,rights
GPT-4,90,qv,0,respect
GPT-4,90,qv,0,disgusting
GPT-4,90,qv,0,chaos
GPT-4,90,qv,0,emotionally
GPT-4,90,qv,0,math
GPT-4,90,qv,0,loyalty
GPT-4,90,qv,0,god
GPT-4,90,qv,0,chastity
GPT-4,90,qv,0,justice
GPT-4,90,qv,0,soldier
GPT-4,90,qv,0,rich
GPT-4,90,qv,0,sexroles
GPT-4,90,qv,0,good
GPT-4,90,qv,0,compassion
GPT-4,90,qv,0,kill
GPT-4,90,qv,0,history
GPT-4,90,qv,0,team
GPT-4,90,qv,0,harmlessdg
GPT-4,90,qv,0,animal
GPT-4,90,qv,0,unnatural
GPT-4,90,qv,0,family
GPT-4,90,qv,0,fairly
GPT-4,90,qv,0,kidrespect
GPT-4,91,vq,1,god
GPT-4,91,vq,4,betray
GPT-4,91,vq,2,lovecountry
GPT-4,91,vq,4,loyalty
GPT-4,91,vq,4,chaos
GPT-4,91,vq,5,weak
GPT-4,91,vq,0,math
GPT-4,91,vq,3,respect
GPT-4,91,vq,3,disgusting
GPT-4,91,vq,5,treated
GPT-4,91,vq,5,rights
GPT-4,91,vq,5,unfairly
GPT-4,91,vq,2,traditions
GPT-4,91,vq,4,decency
GPT-4,91,vq,5,emotionally
GPT-4,91,vq,5,cruel
GPT-4,91,vq,3,rich
GPT-4,91,vq,2,team
GPT-4,91,vq,5,animal
GPT-4,91,vq,5,good
GPT-4,91,vq,3,harmlessdg
GPT-4,91,vq,2,family
GPT-4,91,vq,0,unnatural
GPT-4,91,vq,2,chastity
GPT-4,91,vq,5,compassion
GPT-4,91,vq,4,kidrespect
GPT-4,91,vq,5,justice
GPT-4,91,vq,5,fairly
GPT-4,91,vq,2,soldier
GPT-4,91,vq,3,history
GPT-4,91,vq,1,sexroles
GPT-4,91,vq,0,kill
GPT-4,92,qv,5,rights
GPT-4,92,qv,0,math
GPT-4,92,qv,0,god
GPT-4,92,qv,0,lovecountry
GPT-4,92,qv,0,respect
GPT-4,92,qv,0,disgusting
GPT-4,92,qv,5,weak
GPT-4,92,qv,5,emotionally
GPT-4,92,qv,0,loyalty
GPT-4,92,qv,5,treated
GPT-4,92,qv,0,traditions
GPT-4,92,qv,0,betray
GPT-4,92,qv,0,decency
GPT-4,92,qv,5,cruel
GPT-4,92,qv,0,chaos
GPT-4,92,qv,5,unfairly
GPT-4,92,qv,3,family
GPT-4,92,qv,0,harmlessdg
GPT-4,92,qv,5,good
GPT-4,92,qv,5,animal
GPT-4,92,qv,1,team
GPT-4,92,qv,4,kill
GPT-4,92,qv,0,history
GPT-4,92,qv,0,chastity
GPT-4,92,qv,5,fairly
GPT-4,92,qv,5,justice
GPT-4,92,qv,0,unnatural
GPT-4,92,qv,0,kidrespect
GPT-4,92,qv,5,compassion
GPT-4,92,qv,0,sexroles
GPT-4,92,qv,0,soldier
GPT-4,92,qv,5,rich
GPT-4,93,vq,4,chaos
GPT-4,93,vq,1,god
GPT-4,93,vq,5,emotionally
GPT-4,93,vq,4,betray
GPT-4,93,vq,0,math
GPT-4,93,vq,2,traditions
GPT-4,93,vq,5,rights
GPT-4,93,vq,4,loyalty
GPT-4,93,vq,3,lovecountry
GPT-4,93,vq,5,weak
GPT-4,93,vq,5,cruel
GPT-4,93,vq,4,decency
GPT-4,93,vq,5,unfairly
GPT-4,93,vq,5,treated
GPT-4,93,vq,3,respect
GPT-4,93,vq,4,disgusting
GPT-4,93,vq,3,team
GPT-4,93,vq,4,kill
GPT-4,93,vq,2,chastity
GPT-4,93,vq,5,animal
GPT-4,93,vq,3,history
GPT-4,93,vq,2,soldier
GPT-4,93,vq,5,justice
GPT-4,93,vq,4,kidrespect
GPT-4,93,vq,2,unnatural
GPT-4,93,vq,1,sexroles
GPT-4,93,vq,5,fairly
GPT-4,93,vq,3,family
GPT-4,93,vq,2,harmlessdg
GPT-4,93,vq,5,good
GPT-4,93,vq,3,rich
GPT-4,93,vq,5,compassion
GPT-4,94,qv,5,cruel
GPT-4,94,qv,5,unfairly
GPT-4,94,qv,3,chaos
GPT-4,94,qv,2,respect
GPT-4,94,qv,5,emotionally
GPT-4,94,qv,3,disgusting
GPT-4,94,qv,3,decency
GPT-4,94,qv,3,betray
GPT-4,94,qv,2,lovecountry
GPT-4,94,qv,5,weak
GPT-4,94,qv,0,god
GPT-4,94,qv,5,treated
GPT-4,94,qv,4,loyalty
GPT-4,94,qv,0,math
GPT-4,94,qv,5,rights
GPT-4,94,qv,2,traditions
GPT-4,94,qv,3,family
GPT-4,94,qv,2,team
GPT-4,94,qv,3,soldier
GPT-4,94,qv,1,unnatural
GPT-4,94,qv,5,fairly
GPT-4,94,qv,4,rich
GPT-4,94,qv,5,good
GPT-4,94,qv,3,harmlessdg
GPT-4,94,qv,2,sexroles
GPT-4,94,qv,3,history
GPT-4,94,qv,2,chastity
GPT-4,94,qv,3,kidrespect
GPT-4,94,qv,5,compassion
GPT-4,94,qv,4,kill
GPT-4,94,qv,5,animal
GPT-4,94,qv,5,justice
GPT-4,95,vq,4,decency
GPT-4,95,vq,5,rights
GPT-4,95,vq,5,unfairly
GPT-4,95,vq,4,betray
GPT-4,95,vq,5,emotionally
GPT-4,95,vq,5,weak
GPT-4,95,vq,3,respect
GPT-4,95,vq,5,treated
GPT-4,95,vq,0,god
GPT-4,95,vq,4,chaos
GPT-4,95,vq,3,traditions
GPT-4,95,vq,0,math
GPT-4,95,vq,4,disgusting
GPT-4,95,vq,4,lovecountry
GPT-4,95,vq,5,cruel
GPT-4,95,vq,4,loyalty
GPT-4,95,vq,4,soldier
GPT-4,95,vq,3,chastity
GPT-4,95,vq,1,sexroles
GPT-4,95,vq,3,harmlessdg
GPT-4,95,vq,5,animal
GPT-4,95,vq,5,kidrespect
GPT-4,95,vq,3,kill
GPT-4,95,vq,5,compassion
GPT-4,95,vq,5,fairly
GPT-4,95,vq,3,family
GPT-4,95,vq,3,team
GPT-4,95,vq,4,rich
GPT-4,95,vq,5,justice
GPT-4,95,vq,3,history
GPT-4,95,vq,5,good
GPT-4,95,vq,2,unnatural
GPT-4,96,qv,0,respect
GPT-4,96,qv,0,decency
GPT-4,96,qv,5,cruel
GPT-4,96,qv,0,traditions
GPT-4,96,qv,0,god
GPT-4,96,qv,2,chaos
GPT-4,96,qv,0,disgusting
GPT-4,96,qv,1,lovecountry
GPT-4,96,qv,5,unfairly
GPT-4,96,qv,3,betray
GPT-4,96,qv,0,math
GPT-4,96,qv,5,emotionally
GPT-4,96,qv,2,loyalty
GPT-4,96,qv,5,weak
GPT-4,96,qv,5,rights
GPT-4,96,qv,5,treated
GPT-4,96,qv,5,fairly
GPT-4,96,qv,2,team
GPT-4,96,qv,3,kidrespect
GPT-4,96,qv,2,family
GPT-4,96,qv,5,kill
GPT-4,96,qv,0,chastity
GPT-4,96,qv,1,soldier
GPT-4,96,qv,0,unnatural
GPT-4,96,qv,4,rich
GPT-4,96,qv,5,animal
GPT-4,96,qv,1,harmlessdg
GPT-4,96,qv,5,justice
GPT-4,96,qv,0,history
GPT-4,96,qv,0,sexroles
GPT-4,96,qv,5,compassion
GPT-4,96,qv,5,good
GPT-4,97,vq,3,chaos
GPT-4,97,vq,0,god
GPT-4,97,vq,4,betray
GPT-4,97,vq,2,traditions
GPT-4,97,vq,5,emotionally
GPT-4,97,vq,5,weak
GPT-4,97,vq,4,loyalty
GPT-4,97,vq,3,respect
GPT-4,97,vq,5,treated
GPT-4,97,vq,2,lovecountry
GPT-4,97,vq,4,decency
GPT-4,97,vq,5,rights
GPT-4,97,vq,5,cruel
GPT-4,97,vq,4,disgusting
GPT-4,97,vq,0,math
GPT-4,97,vq,5,unfairly
GPT-4,97,vq,5,fairly
GPT-4,97,vq,1,sexroles
GPT-4,97,vq,2,unnatural
GPT-4,97,vq,4,rich
GPT-4,97,vq,5,justice
GPT-4,97,vq,4,kidrespect
GPT-4,97,vq,2,family
GPT-4,97,vq,2,harmlessdg
GPT-4,97,vq,5,good
GPT-4,97,vq,2,chastity
GPT-4,97,vq,5,compassion
GPT-4,97,vq,1,history
GPT-4,97,vq,3,soldier
GPT-4,97,vq,3,kill
GPT-4,97,vq,5,animal
GPT-4,97,vq,3,team
GPT-4,98,qv,5,betray
GPT-4,98,qv,5,cruel
GPT-4,98,qv,5,rights
GPT-4,98,qv,5,unfairly
GPT-4,98,qv,0,math
GPT-4,98,qv,2,lovecountry
GPT-4,98,qv,5,emotionally
GPT-4,98,qv,3,decency
GPT-4,98,qv,5,weak
GPT-4,98,qv,5,treated
GPT-4,98,qv,4,chaos
GPT-4,98,qv,4,loyalty
GPT-4,98,qv,3,disgusting
GPT-4,98,qv,2,god
GPT-4,98,qv,2,traditions
GPT-4,98,qv,3,respect
GPT-4,98,qv,4,family
GPT-4,98,qv,5,compassion
GPT-4,98,qv,3,kidrespect
GPT-4,98,qv,4,rich
GPT-4,98,qv,2,soldier
GPT-4,98,qv,5,good
GPT-4,98,qv,2,chastity
GPT-4,98,qv,5,animal
GPT-4,98,qv,5,fairly
GPT-4,98,qv,4,kill
GPT-4,98,qv,1,unnatural
GPT-4,98,qv,2,sexroles
GPT-4,98,qv,1,history
GPT-4,98,qv,5,justice
GPT-4,98,qv,3,team
GPT-4,98,qv,2,harmlessdg
GPT-4,99,vq,2,respect
GPT-4,99,vq,3,decency
GPT-4,99,vq,4,betray
GPT-4,99,vq,5,weak
GPT-4,99,vq,5,unfairly
GPT-4,99,vq,5,rights
GPT-4,99,vq,5,emotionally
GPT-4,99,vq,3,disgusting
GPT-4,99,vq,2,traditions
GPT-4,99,vq,2,lovecountry
GPT-4,99,vq,5,treated
GPT-4,99,vq,4,loyalty
GPT-4,99,vq,5,cruel
GPT-4,99,vq,0,math
GPT-4,99,vq,3,god
GPT-4,99,vq,4,chaos
GPT-4,99,vq,3,team
GPT-4,99,vq,4,kidrespect
GPT-4,99,vq,2,unnatural
GPT-4,99,vq,5,animal
GPT-4,99,vq,5,good
GPT-4,99,vq,3,kill
GPT-4,99,vq,5,justice
GPT-4,99,vq,2,chastity
GPT-4,99,vq,5,fairly
GPT-4,99,vq,2,family
GPT-4,99,vq,2,soldier
GPT-4,99,vq,1,sexroles
GPT-4,99,vq,1,harmlessdg
GPT-4,99,vq,4,rich
GPT-4,99,vq,5,compassion
GPT-4,99,vq,3,history
GPT-4,100,qv,0,god
GPT-4,100,qv,3,decency
GPT-4,100,qv,2,lovecountry
GPT-4,100,qv,4,betray
GPT-4,100,qv,5,unfairly
GPT-4,100,qv,3,disgusting
GPT-4,100,qv,5,rights
GPT-4,100,qv,4,loyalty
GPT-4,100,qv,4,chaos
GPT-4,100,qv,5,cruel
GPT-4,100,qv,2,traditions
GPT-4,100,qv,0,math
GPT-4,100,qv,5,treated
GPT-4,100,qv,5,emotionally
GPT-4,100,qv,5,weak
GPT-4,100,qv,4,respect
GPT-4,100,qv,3,chastity
GPT-4,100,qv,1,sexroles
GPT-4,100,qv,4,rich
GPT-4,100,qv,5,compassion
GPT-4,100,qv,5,fairly
GPT-4,100,qv,5,justice
GPT-4,100,qv,2,unnatural
GPT-4,100,qv,3,harmlessdg
GPT-4,100,qv,2,history
GPT-4,100,qv,4,kill
GPT-4,100,qv,2,team
GPT-4,100,qv,4,kidrespect
GPT-4,100,qv,3,family
GPT-4,100,qv,5,good
GPT-4,100,qv,2,soldier
GPT-4,100,qv,5,animal
GPT-4,101,vq,3,respect
GPT-4,101,vq,5,cruel
GPT-4,101,vq,3,decency
GPT-4,101,vq,5,rights
GPT-4,101,vq,0,god
GPT-4,101,vq,5,unfairly
GPT-4,101,vq,4,emotionally
GPT-4,101,vq,0,math
GPT-4,101,vq,4,loyalty
GPT-4,101,vq,4,treated
GPT-4,101,vq,4,weak
GPT-4,101,vq,4,betray
GPT-4,101,vq,2,disgusting
GPT-4,101,vq,2,traditions
GPT-4,101,vq,3,lovecountry
GPT-4,101,vq,4,chaos
GPT-4,101,vq,3,harmlessdg
GPT-4,101,vq,4,family
GPT-4,101,vq,1,sexroles
GPT-4,101,vq,2,soldier
GPT-4,101,vq,2,unnatural
GPT-4,101,vq,5,rich
GPT-4,101,vq,3,kidrespect
GPT-4,101,vq,3,chastity
GPT-4,101,vq,5,fairly
GPT-4,101,vq,3,kill
GPT-4,101,vq,3,history
GPT-4,101,vq,5,compassion
GPT-4,101,vq,3,team
GPT-4,101,vq,5,good
GPT-4,101,vq,5,justice
GPT-4,101,vq,5,animal
GPT-4,102,qv,5,unfairly
GPT-4,102,qv,5,cruel
GPT-4,102,qv,4,chaos
GPT-4,102,qv,5,treated
GPT-4,102,qv,0,math
GPT-4,102,qv,5,emotionally
GPT-4,102,qv,3,lovecountry
GPT-4,102,qv,4,decency
GPT-4,102,qv,4,loyalty
GPT-4,102,qv,5,rights
GPT-4,102,qv,3,disgusting
GPT-4,102,qv,2,god
GPT-4,102,qv,2,traditions
GPT-4,102,qv,3,respect
GPT-4,102,qv,5,betray
GPT-4,102,qv,5,weak
GPT-4,102,qv,5,fairly
GPT-4,102,qv,2,unnatural
GPT-4,102,qv,5,animal
GPT-4,102,qv,5,justice
GPT-4,102,qv,3,family
GPT-4,102,qv,5,compassion
GPT-4,102,qv,5,good
GPT-4,102,qv,4,rich
GPT-4,102,qv,4,kidrespect
GPT-4,102,qv,3,team
GPT-4,102,qv,2,chastity
GPT-4,102,qv,4,kill
GPT-4,102,qv,2,soldier
GPT-4,102,qv,3,history
GPT-4,102,qv,1,sexroles
GPT-4,102,qv,2,harmlessdg
GPT-4,103,vq,5,rights
GPT-4,103,vq,3,disgusting
GPT-4,103,vq,3,decency
GPT-4,103,vq,4,betray
GPT-4,103,vq,0,god
GPT-4,103,vq,5,cruel
GPT-4,103,vq,0,math
GPT-4,103,vq,5,weak
GPT-4,103,vq,4,chaos
GPT-4,103,vq,4,loyalty
GPT-4,103,vq,2,lovecountry
GPT-4,103,vq,3,traditions
GPT-4,103,vq,5,unfairly
GPT-4,103,vq,4,respect
GPT-4,103,vq,5,emotionally
GPT-4,103,vq,5,treated
GPT-4,103,vq,4,soldier
GPT-4,103,vq,5,kidrespect
GPT-4,103,vq,3,kill
GPT-4,103,vq,2,team
GPT-4,103,vq,3,history
GPT-4,103,vq,2,sexroles
GPT-4,103,vq,5,compassion
GPT-4,103,vq,2,harmlessdg
GPT-4,103,vq,1,unnatural
GPT-4,103,vq,3,chastity
GPT-4,103,vq,5,fairly
GPT-4,103,vq,4,rich
GPT-4,103,vq,5,good
GPT-4,103,vq,2,family
GPT-4,103,vq,5,justice
GPT-4,103,vq,5,animal
GPT-4,104,qv,2,respect
GPT-4,104,qv,5,unfairly
GPT-4,104,qv,5,cruel
GPT-4,104,qv,2,traditions
GPT-4,104,qv,2,god
GPT-4,104,qv,5,treated
GPT-4,104,qv,5,emotionally
GPT-4,104,qv,3,decency
GPT-4,104,qv,0,math
GPT-4,104,qv,4,betray
GPT-4,104,qv,3,lovecountry
GPT-4,104,qv,4,chaos
GPT-4,104,qv,4,loyalty
GPT-4,104,qv,5,weak
GPT-4,104,qv,3,disgusting
GPT-4,104,qv,5,rights
GPT-4,104,qv,4,compassion
GPT-4,104,qv,1,harmlessdg
GPT-4,104,qv,3,kidrespect
GPT-4,104,qv,5,justice
GPT-4,104,qv,2,soldier
GPT-4,104,qv,1,sexroles
GPT-4,104,qv,4,rich
GPT-4,104,qv,5,kill
GPT-4,104,qv,3,team
GPT-4,104,qv,5,good
GPT-4,104,qv,2,history
GPT-4,104,qv,5,animal
GPT-4,104,qv,5,fairly
GPT-4,104,qv,2,chastity
GPT-4,104,qv,3,family
GPT-4,104,qv,1,unnatural
GPT-4,105,vq,4,betray
GPT-4,105,vq,5,rights
GPT-4,105,vq,3,respect
GPT-4,105,vq,0,math
GPT-4,105,vq,5,weak
GPT-4,105,vq,4,loyalty
GPT-4,105,vq,5,unfairly
GPT-4,105,vq,4,emotionally
GPT-4,105,vq,3,lovecountry
GPT-4,105,vq,2,god
GPT-4,105,vq,5,cruel
GPT-4,105,vq,5,treated
GPT-4,105,vq,4,chaos
GPT-4,105,vq,4,disgusting
GPT-4,105,vq,4,decency
GPT-4,105,vq,3,traditions
GPT-4,105,vq,5,animal
GPT-4,105,vq,5,fairly
GPT-4,105,vq,3,history
GPT-4,105,vq,5,good
GPT-4,105,vq,4,kill
GPT-4,105,vq,2,harmlessdg
GPT-4,105,vq,5,compassion
GPT-4,105,vq,3,chastity
GPT-4,105,vq,2,team
GPT-4,105,vq,1,sexroles
GPT-4,105,vq,5,justice
GPT-4,105,vq,2,soldier
GPT-4,105,vq,3,unnatural
GPT-4,105,vq,5,kidrespect
GPT-4,105,vq,4,rich
GPT-4,105,vq,3,family
GPT-4,106,qv,3,disgusting
GPT-4,106,qv,2,god
GPT-4,106,qv,5,cruel
GPT-4,106,qv,4,betray
GPT-4,106,qv,3,traditions
GPT-4,106,qv,0,math
GPT-4,106,qv,2,lovecountry
GPT-4,106,qv,5,emotionally
GPT-4,106,qv,5,unfairly
GPT-4,106,qv,5,treated
GPT-4,106,qv,3,respect
GPT-4,106,qv,5,rights
GPT-4,106,qv,5,weak
GPT-4,106,qv,4,decency
GPT-4,106,qv,4,loyalty
GPT-4,106,qv,4,chaos
GPT-4,106,qv,5,fairly
GPT-4,106,qv,3,sexroles
GPT-4,106,qv,2,kill
GPT-4,106,qv,4,kidrespect
GPT-4,106,qv,3,family
GPT-4,106,qv,3,history
GPT-4,106,qv,4,harmlessdg
GPT-4,106,qv,2,chastity
GPT-4,106,qv,2,team
GPT-4,106,qv,4,rich
GPT-4,106,qv,2,unnatural
GPT-4,106,qv,5,justice
GPT-4,106,qv,5,compassion
GPT-4,106,qv,1,soldier
GPT-4,106,qv,5,good
GPT-4,106,qv,5,animal
GPT-4,107,vq,5,decency
GPT-4,107,vq,5,betray
GPT-4,107,vq,3,lovecountry
GPT-4,107,vq,0,math
GPT-4,107,vq,5,treated
GPT-4,107,vq,4,disgusting
GPT-4,107,vq,5,loyalty
GPT-4,107,vq,5,rights
GPT-4,107,vq,5,emotionally
GPT-4,107,vq,4,respect
GPT-4,107,vq,5,chaos
GPT-4,107,vq,5,weak
GPT-4,107,vq,5,cruel
GPT-4,107,vq,5,unfairly
GPT-4,107,vq,2,traditions
GPT-4,107,vq,3,god
GPT-4,107,vq,3,team
GPT-4,107,vq,1,sexroles
GPT-4,107,vq,2,family
GPT-4,107,vq,3,history
GPT-4,107,vq,5,justice
GPT-4,107,vq,5,kill
